Job Title,Company,Location,Category,Expiry Date,Description,Source Site,Apply Email
RETAIL GRADUATE TRAINEE,Nash Paints,Harare,Sales & Marketing,Expires 19 Aug 2025,Nash Paints Inc is looking for a graduate trainee to be groomed within the Retail Department.,VacancyMail,N/A
RETAIL GRADUATE TRAINEE,Nash Paints,Harare,Sales & Marketing,Expires 19 Aug 2025,Nash Paints Inc is looking for a graduate trainee to be groomed within the Retail Department.,VacancyMail,N/A
Sales and Marketing Intern,High Performance Lubes,Harare,Sales & Marketing,Expires 19 Aug 2025,High Performance Lubricants is inviting applications for Sales and Marketing Intern positions to actively promote our products and brand. The student will be given an opportunity to develop practical skills and gain real world experiences in the Sales and Marketing field.,VacancyMail,recruitment@prodex.co.zw
Primary School Teacher (Infants Department),SM JUNIOR SCHOOL,Harare,Education & Training,Expires 19 Aug 2025,SM Junior School is looking for a qualified primary teacher (infants department) to join its pool of qualified staff.,VacancyMail,infosmjuniorschool@gmail.com
STORES CLERK,Nash Paints,Harare,Administration,Expires 19 Aug 2025,Nash boards is looking for a stores clerk to join the stores team.,VacancyMail,recruitment@nashpaints.co.zw
TECHNICAL ATTACHEE,Nash Paints,Harare,Engineering,Expires 18 Aug 2025,Nash Paints is looking for a Technical Attachee to join their organization.,VacancyMail,N/A
PROCUREMENT ATTACHEE,Nash Paints,Harare,Transportation & Logistics,Expires 18 Aug 2025,"Nash Paints is looking for a Procurement, Purchasing and Supply Chains Management Attachee to join their organization.",VacancyMail,N/A
Procurement Officer,Croco Motors,Harare,Finance & Banking,Expires 18 Aug 2025,The Procurement Officer will be responsible for sourcing suppliers and ensuring the efficient procurement of materials and services in line with organizational policies and budgetary requirements.,VacancyMail,recruitments@crocoproperties.co.zw
Training and Wellness Officer,N/A,Harare,Human Resources,Expires 18 Aug 2025,"TRAINING AND WELLNESS OFFICER We are seeking a vibrant and dynamic Training and Wellness Officer to join our team. Reporting to the Human Resources Business Partner, the successful applicant will, among other key duties, be responsible for:",VacancyMail,recruith.hr2025@gmail.com
Procurement Officer,Croco Motors,Harare,Finance & Banking,Expires 18 Aug 2025,The Procurement Officer will be responsible for sourcing suppliers and ensuring the efficient procurement of materials and services in line with organizational policies and budgetary requirements.,VacancyMail,recruitments@crocoproperties.co.zw
Student Attachees x 2 : Survey and & Geoinformatics,N/A,Harare,NGO & Development,Expires 18 Aug 2025,"Applications are invited from undergraduate students in the department of Survey &Geoinformatics to fill in vacances that have arisen immediately. We are a Land Development company based in , Harare The students will be expected to perform various survey duties in the Survey department as part of their development.",VacancyMail,torecruitm794@gmail.com
Training and Wellness Officer,N/A,Harare,Human Resources,Expires 18 Aug 2025,"TRAINING AND WELLNESS OFFICER We are seeking a vibrant and dynamic Training and Wellness Officer to join our team. Reporting to the Human Resources Business Partner, the successful applicant will, among other key duties, be responsible for:",VacancyMail,recruith.hr2025@gmail.com
Student Attachees x 2 : Survey and & Geoinformatics,N/A,Harare,NGO & Development,Expires 18 Aug 2025,"Applications are invited from undergraduate students in the department of Survey &Geoinformatics to fill in vacances that have arisen immediately. We are a Land Development company based in , Harare The students will be expected to perform various survey duties in the Survey department as part of their development.",VacancyMail,torecruitm794@gmail.com
Assistant House Parent,SOS Children's Villages Zimbabwe,Bindura,NGO & Development,Expires 18 Aug 2025,"About Established in 1949, SOS Children's Villages International (CVI) is a dynamic, international social development organization working globally to meet the needs and protect the interests and rights of children without parental care and those who are at the risk of losing it. SOS Children's Villages Association of Zimbabwe is",VacancyMail,Resourcing.SOS@sos-zimbabwe.org
Human Resource Manager,N/A,Harare,Management,Expires 18 Aug 2025,"An exciting opportunity has arisen at a leading Zimbabwean-based distribution company, for a suitably qualified and experienced individual to join the Human Resources Department as a Human Resources Manager. The successful candidate will report to the Chief Executive Officer.",VacancyMail,recruitment@abrands.co.zw
Localisation Consultancy for the Zimbabwe Environmental Law Association (ZELA),Zimbabwe Environmental Law Association (ZELA),Harare,NGO & Development,Expires 18 Aug 2025,"The Zimbabwe Environmental Law Association (ZELA) is a public interest environmental law organisation promoting environmental justice, sustainable and equitable use of natural resources, and good governance. With a rights-based approach rooted in Environmental, Economic, Social, and Cultural Rights (EESCR), ZELA works extensively with grassroots communities, including through its community monitors,",VacancyMail,procurementzw@gmail.com
INTERNAL AUDITOR,JAIROS JIRI ASSOCIATION FOR REHABILITATION OF THE DISABLED AND BLIND,Zimbabwe,Finance & Banking,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN RESOURCES OFFICER,JAIROS JIRI ASSOCIATION FOR REHABILITATION OF THE DISABLED AND BLIND,Zimbabwe,Human Resources,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LEARNER SECURITY GUARDS,NATIONAL RAILWAYS OF ZIMBABWE,Bulawayo,Security,"Expires August 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCE MANAGER,JAIROS JIRI ASSOCIATION FOR REHABILITATION OF THE DISABLED AND BLIND,Zimbabwe,Finance & Banking,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ICT ASSISTANT,HEAD HUNTERS INTERNATIONAL A MANAGEMENT CONSULTANCY FIRM,Zimbabwe,Administration,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
NARROW REEF MINING ENGINEER,The Gem,Zimbabwe,Engineering,"Expires August 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CLIENT SERVICES CLERK,Doves,Zimbabwe,Administration,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE,Jena Mines,Zimbabwe,Other,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
NURSE/AMBULANCE TECHNICIAN,Jena Mines,Zimbabwe,Healthcare,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SECURITY OFFICER- TREGER PRODUCTS PVT (LTD),N/A,Zimbabwe,Security,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SECURITY MANAGER,TREGER PRODUCTS PVT (LTD),Zimbabwe,Security,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MASTER KILN BURNERS,Khayah,Zimbabwe,Other,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRAPHIC DESIGNER,VGP TECHNOLOGIES,Zimbabwe,IT & Technology,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUSINESS DEVELOPMENT MANAGER,Cimas Health Group,Zimbabwe,NGO & Development,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES/ACCOUNT MANAGER,ProRecruit,Harare,Sales & Marketing,"Expires August 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHATERED ACCOUNTANT,Bakertilly,Zimbabwe,Finance & Banking,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES OFFICER,Corporate 24 Hospital Group,Harare,Sales & Marketing,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR AIR NAVIGATION AND TECHNICAL SERVICES,N/A,Harare,Management,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CREDIT CONTROLLER,Norton Town Council,Zimbabwe,Finance & Banking,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
AMENITIES SUPERVISOR,Norton Town Council,Zimbabwe,Management,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SENIOR ADMINISTRATION ASSISTANT,Norton Town Council,Zimbabwe,Administration,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUILDING INSPECTOR,MAZOWE DISTRICT COUNCIL,Zimbabwe,Other,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PLANNING TECHNICIAN,MAZOWE DISTRICT COUNCIL,Zimbabwe,Management,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHIEF EXECUTIVE OFFICER,N/A,Zimbabwe,Management,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT,RURAL ELECTRIFICATION FUND,Zimbabwe,Administration,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SHEQ MANAGER,UNIVERSITY OF ZIMBABWE,Harare,Management,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FORECOURT ATTENDANTS,GRARENE LOGISTICS,Zimbabwe,Transportation & Logistics,"Expires August 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FORECOURT SUPERVISOR,GRARENE LOGISTICS,Zimbabwe,Management,"Expires August 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HOTEL MANAGER,ZHONGJIN INTERNATIONAL HOTEL,Zimbabwe,Management,"Expires August 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN RESOURCES CLERK,SHEARWATER ADVENTURES,Zimbabwe,Human Resources,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ENVIRONMENTAL HEALTH TECHNICIAN,City Of Masvingo,Masvingo,Healthcare,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
REGISTERED GENERAL NURSE/MIDWIFE,City of Masvingo,Masvingo,Healthcare,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIGITAL MAKETING INTERN,N/A,Zimbabwe,IT & Technology,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTANT,GICGL,Zimbabwe,Finance & Banking,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SECURITY GUARD,N/A,Zimbabwe,Security,"Expires August 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE,City Of Masvingo,Masvingo,Other,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
NURSE AID,City of Masvingo,Masvingo,Healthcare,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SITE SUPERVISOR,UltraBank,Zimbabwe,Management,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RECEPTIONIST/PA,UltraBank,Zimbabwe,Administration,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SCHOOL PRINCIPAL/HEAD,N/A,Zimbabwe,Education & Training,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BRAND MANAGER,Ecocash,Zimbabwe,Sales & Marketing,"Expires August 14, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SOCIAL MEDIA OFFICER,Seasons Pharmaceuticals,Harare,Healthcare,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
REGISTRY & ENFORCEMENT OFFICER,LORIMAK AFRICA,Zimbabwe,Administration,"Expires August 12, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HEADMASTER,LORIMAK AFRICA,Zimbabwe,Education & Training,"Expires August 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PENSIONS ADMINISTRATOR,BRIGHT EMPLOYEE BENEFITS,Zimbabwe,Administration,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BROKER,BRIGHT REINSURANCE BROKERS,Zimbabwe,Finance & Banking,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BOOKKEEPER,BRIGHT EMPLOYEE BENEFITS,Harare,Finance & Banking,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
INVESTIGATIONS OFFICER,AFC,Zimbabwe,Administration,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES PERSON,Adept,Zimbabwe,Sales & Marketing,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTANT,Adept,Zimbabwe,Finance & Banking,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
WAREHOUSE CLERK INTERNSHIP,N/A,Zimbabwe,Administration,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TRAINING OFFICER HUMAN RESOURCES,N/A,Zimbabwe,Human Resources,"Expires August 17, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
OFFICE ADMINISTRATOR,RockHound Bricks,Zimbabwe,Administration,"Expires August 10, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTING GRADUATE TRAINEE,NATIONAL EMPLOYMENT COUNCIL,Harare,Finance & Banking,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ENVIRONMENTAL HEALTH OFFICER,Mvurwi Town Council,Zimbabwe,Healthcare,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT OFFICER,Mvurwi Town Council,Zimbabwe,Administration,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTS CLERK,EMA,Zimbabwe,Finance & Banking,"Expires August 10, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BORDER SUPERVISOR,EMA,Zimbabwe,Management,"Expires August 10, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ROADS SUPERVISOR,Chipinge Town Council,Zimbabwe,Management,"Expires August 14, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SURVEY TECHNICIAN,Chipinge Town Council,Zimbabwe,Other,"Expires August 14, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TOWN ENGINEER,Chipinge Town Council,Zimbabwe,Engineering,"Expires August 14, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE,Hwedza Rural District Council,Zimbabwe,Agriculture,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN RESOURCES,HWEDZA RURAL DISTRICT COUNCIL,Zimbabwe,Human Resources,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR GENERAL,ZIMBABWE FOREIGN SERVICE INSTITUTE,Harare,Management,"Expires August 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MOTORBIKE DRIVERS,Booties Pharmacy,Zimbabwe,Transportation & Logistics,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DATA ANALYST,Recruitment Matters,Zimbabwe,Human Resources,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TRAINING & TESTING TEAM LEAD,Hatch Talent Solutions,Harare,Education & Training,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
AFTERCARE OFFICER,ZIDA ZIMBABWE,Zimbabwe,Administration,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SUPPLY CHAIN ATTACHEE,FIDELITY LIFE,Zimbabwe,Transportation & Logistics,"Expires August 14, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
JUNIOR SOFTWARE DEVELOPER,Hatch Talent Solutions,Harare,IT & Technology,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MARKETING SPECIALIST,Wiremit,Harare,Sales & Marketing,"Expires August 14, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT ACCOUNTANT,N/A,Bulawayo,Finance & Banking,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MILLING MANAGER,N/A,Zimbabwe,Management,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PHARMACIST,N/A,Bulawayo,Healthcare,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
INFORMATION TECHNOCLOGY AUDITOR,N/A,Harare,Finance & Banking,"Expires August 14, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
COMMUNICATION OFFICER,N/A,Harare,Administration,"Expires August 14, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR OF ICT,N/A,Harare,Management,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CORPORATE SECRETARY,N/A,Harare,Administration,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR HUMAN RESOURCES,N/A,Harare,Human Resources,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT CURATOR OF MILITARIA,N/A,Harare,Administration,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN RESOURCES ANDADMINISTRATION MANAGER,N/A,Harare,Human Resources,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MARKETING MANAGER,N/A,Harare,Sales & Marketing,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
COMPANY SECRETARY,N/A,Harare,Administration,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TOWN CLERK,CITY OF GWERU,Gweru,Administration,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CONTENT EDITOR,SmartHRy,Zimbabwe,Human Resources,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES MANAGER,CorePay,Harare,Sales & Marketing,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
OFFICE ADMINISTRATION ASSISTANT,N/A,Zimbabwe,Administration,"Expires August 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUSINESS DEVELOPMENT OFFICER,FIRST MUTUAL,Zimbabwe,NGO & Development,"Expires August 5, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
JUNIOR SOFTWARE DEVELOPER,Hatch Talent Solutions,Harare,IT & Technology,"Expires August 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
EXECUTIVE RECRUITMENT SPECIALISTS,Prestige,Zimbabwe,Human Resources,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
IT/ COMPUTER SCIENCE TEACHER,Watershed College,Zimbabwe,Education & Training,"Expires September 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUSINESS ANALYST,N/A,Zimbabwe,Other,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SURVEYOR,N/A,Zimbabwe,Other,"Expires August 5, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FACILITIES ENGINEER,ZINARA,Zimbabwe,Engineering,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES AGENT,N/A,Zimbabwe,Sales & Marketing,"Expires August 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHIEF UNDERWRITER,LORIMAK AFRICA,Zimbabwe,Management,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LECTURER/SENIOR LECTURER/ASSOCIATE PROFESSOR/ (CROP SCIENCE),N/A,Zimbabwe,Education & Training,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SENIOR LECTURER/ASSOCIATE PROFESSOR (INTERNATIONAL RELATIONS/POLITICAL SCIENCE),N/A,Zimbabwe,Education & Training,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SENIOR LECTURER/ASSPCIATE PROFESSOR/PROFESSOR (ACCOUNTING AND FINANCE),N/A,Zimbabwe,Finance & Banking,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
VICE CHANCELLOR'S PERSONAL ASSISTANT,N/A,Zimbabwe,Administration,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FUEL INJECTOR SPECIALIST,N/A,Harare,Consulting,"Expires August 16, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
VAN SALES REPRESENTATIVE,Plus Five Pharmaceuticals,Harare,Sales & Marketing,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CREDIT CONTROLLER,Impala Car Rental,Harare,Finance & Banking,"Expires August 3, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES PERSON,Jafros Investments,Harare,Sales & Marketing,"Expires July 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE LEARNERS,Hippo Valley Estates Ltd Triangle Ltd,Zimbabwe,Other,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MARKETING AND PUBLIC RELATIONS TRAINEE OPPORTUNITY,SMEDCO,Harare,Sales & Marketing,"Expires August 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR OF HOUSING AND COMMUNITY SERVICES,ZVISHAVANE TOWN COUNCIL,Zimbabwe,Management,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
INDORMATION TECHNOLOGY AUDITOR,Office Of The Auditor -General,Harare,Finance & Banking,"Expires August 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
COMMUNICATION OFFICER,Office Of The Auditor -General,Harare,Administration,"Expires August 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LEGAL OFFICER,Office Of The Auditor -General,Harare,Legal,"Expires August 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR OF INFORMATION COMMUNICATION TECHNOLOGY,Office Of The Auditor -General,Harare,Management,"Expires August 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CORPORATE SECRETARY,Office Of The Auditor -General,Harare,Administration,"Expires August 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR HUMAN RESOURCES,Office of the Auditor-General,Harare,Human Resources,"Expires August 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
