Job Title,Company,Location,Category,Expiry Date,Description,Source Site,Apply Email
Network Support Technician,N/A,Harare,IT & Technology,Expires 25 Aug 2025,"Location: Harare  Employment Type: Full-Time  Department: IT / Technical Support ---  Job Description We are looking for a proactive, solution-oriented IT professional to join our IT team at T.G. The successful candidate will play a critical role in ensuring our network infrastructure is stable, secure, and",VacancyMail,talentsearch205@gmail.com
Casual Driver Class 2,N/A,Harare,Transportation & Logistics,Expires 24 Aug 2025,Persons wanted for casual/driver and must be 18 years and above,VacancyMail,marketing@proclassicgroup.com
Call For Consultancy Services - Organizational Development  Staff Capacity Building Workshop,Adult RApe Clinic,Harare,Healthcare,Expires 24 Aug 2025,"The Adult Rape Clinic (ARC), is a specialised, survivor-centred service provider offering free medical and psychosocial support to survivors of sexual and gender-based violence (SGBV). Since its establishment in 2009, ARC has been at the forefront of delivering compassionate, confidential, and professional care while advocating for the prevention of SGBV",VacancyMail,arcrecruitment2009@gmail.com
Attach Digital Marketing Officer (Rusape),Symdunes Financial Services,Rusape,Sales & Marketing,Expires 24 Aug 2025,"The Attach Digital Marketing Officer will be responsible for creating and executing digital marketing campaigns that increase brand awareness, generate leads, and convert passive audiences to active customers as well as identifying and pursuing business opportunities. The Attach Digital Marketing Officer will report to the Marketing Officer.",VacancyMail,cvsymdunes@gmail.com
Sales Driver,TEECHERZ HOME AND OFFICE,Mount Darwin,Sales & Marketing,Expires 24 Aug 2025,Responsible for generating sales and delivering products to customers,VacancyMail,mmcconsultancy24@gmail.com
Sales and Marketing Attachment,N/A,Mutare,Sales & Marketing,Expires 24 Aug 2025,Persons wanted for Sales and marketing attachment position in Mutare and must be 18 years and above.,VacancyMail,marketing@proclassicgroup.com
Driver,PELUM (Participatory Ecological Land Use Management Association),Harare,Administration,Expires 23 Aug 2025,"Position:Driver Location:Harare, with frequent travel to various districts Type:Full-time, 1-year contract (renewable based on performance) Reports to:Finance and Administration Officer Organizational Background Participatory Ecological Land Use Management (PELUM) Zimbabwe is a programme of the Zimbabwe Institute of Permaculture (ZIP), structured as a network of primarily civil society organizations working to",VacancyMail,pelumapps@gmail.com
Accounting/Auditing student attachment,Rockstone Chartered Accountants,Harare,Finance & Banking,Expires 23 Aug 2025,Accounting/Auditing student attachment,VacancyMail,hr@rockstone.co.zw
INVITATION TO EXPRESS INTEREST,PELUM (Participatory Ecological Land Use Management Association),Harare,Engineering,Expires 22 Aug 2025,"SUBJECT: OPEN CALL FOR EXPRESSIONS OF INTEREST FOR CONSTRUCTION OF OFFICE SUPERSTRUCTURE. PELUM Zimbabwe is inviting qualified and experienced construction companies to submit Expressions of Interest (EOI) for the construction of the superstructure of its new office building, located in Mt. Hampden. Scope of Work",VacancyMail,info@pelumzimbabwe.org
Attach Loans Officer (Chimanimani),Symdunes Financial Services,Chimanimani,Finance & Banking,Expires 22 Aug 2025,"The Attach Loan officer will evaluate, authorize approval or deny loan applications for people or for business, act as liaison between customers and our financial institution and help qualified applicants acquire loans in a timely manner. The Attach Loans Officer will report to the Senior Loans Officer.",VacancyMail,cvsymdunes@gmail.com
Consultancy Opportunity: Development of Issue Papers on Intersectional Gender-Based Violence (GBV) in Zimbabwe,N/A,Harare,NGO & Development,Expires 22 Aug 2025,"1. Background Zimbabwe has made important strides in enacting legislation to address violence against women and girls (VAWG). However, significant implementation gaps persist, especially for women and girls facing multiple and intersecting forms of discrimination such as those living with disabilities, adolescent girls, women in rural areas, and women from",VacancyMail,procurement315@gmail.com
Attach Loans Officer (Chimanimani),Symdunes Financial Services,Chimanimani,Finance & Banking,Expires 22 Aug 2025,"The Attach Loan officer will evaluate, authorize approval or deny loan applications for people or for business, act as liaison between customers and our financial institution and help qualified applicants acquire loans in a timely manner. The Attach Loans Officer will report to the Senior Loans Officer.",VacancyMail,cvsymdunes@gmail.com
Graduate Trainees- Stores,Isteel and Pump Solutions,Harare,Other,Expires 22 Aug 2025,We are looking for graduate trainees to work in our stores department,VacancyMail,hrisp914@gmail.com
Nurse/Ambulance Technician,Jena Mines (Pvt) Ltd,Harare,Healthcare,Expires 22 Aug 2025,We are seeking to recruit a Nurse/Ambulance Technician to join our team in the Human Resources department reporting to the Sister in Charge.,VacancyMail,recruitment@jenagold.co.zw
Consultancy Opportunity: Development of Terms of Reference for the National Working Group on Child Marriages,N/A,Harare,NGO & Development,Expires 22 Aug 2025,"1. Background Child marriage remains a critical issue in Zimbabwe, with approximately 34% of girls married before the age of 18. Despite recent legislative reforms, including the enactment of the Marriages Act (Chapter 5:17), the practice persists due to a combination of socio-economic pressures, cultural and religious beliefs and gaps",VacancyMail,procurement315@gmail.com
Consultancy Opportunity: Peer Reviewer,N/A,Harare,Consulting,Expires 22 Aug 2025,"1. General Information The Women and Law in Southern Africa Research and Education Trust (WLSA) is a registered Private Voluntary Organization (PVO 16/2016) established in 1989 to enhance the sustained well-being of women and girls in Southern Africa. Operating in Zimbabwe, Zambia, Botswana, Malawi, Lesotho, Swaziland (Eswatini), and Mozambique, WLSA",VacancyMail,procurement315@gmail.com
Farm Production Managers X2,Green Feathers Farm Pvt Ltd,Wedza or Hwedza,Agriculture,Expires 22 Aug 2025,"We are a diversified agricultural business located in the heart of Wedza district, just 120 km southeast of Harare. Our main pillars of production are horticulture, cereals & tobacco, livestock and agro tourism. Are you passionate about agriculture, innovation, and making a positive impact? We are seeking talented and experienced",VacancyMail,gffvacancy@gmail.comSubject
Consultancy Opportunity: Development of Issue Papers on Intersectional Gender-Based Violence (GBV) in Zimbabwe,N/A,Harare,NGO & Development,Expires 22 Aug 2025,"1. Background Zimbabwe has made important strides in enacting legislation to address violence against women and girls (VAWG). However, significant implementation gaps persist, especially for women and girls facing multiple and intersecting forms of discrimination such as those living with disabilities, adolescent girls, women in rural areas, and women from",VacancyMail,procurement315@gmail.com
INVITATION TO EXPRESS INTEREST,PELUM (Participatory Ecological Land Use Management Association),Harare,Engineering,Expires 22 Aug 2025,"SUBJECT: OPEN CALL FOR EXPRESSIONS OF INTEREST FOR CONSTRUCTION OF OFFICE SUPERSTRUCTURE. PELUM Zimbabwe is inviting qualified and experienced construction companies to submit Expressions of Interest (EOI) for the construction of the superstructure of its new office building, located in Mt. Hampden. Scope of Work",VacancyMail,info@pelumzimbabwe.org
"Graduate Trainees : SHE, Mining",Jena Mines (Pvt) Ltd,Harare,IT & Technology,Expires 22 Aug 2025,"An exciting opportunity to undergo an intensive graduate trainee program has arisen within Jena Mines, and applications are invited from suitably qualified graduates to fill the positions for the following disciplines: SHE x 2 2. Mining x2",VacancyMail,recruitment@jenagold.co.zw
MECHANIC (DIESEL HEAVY VEHICLE),Turnpick Timbers,Penhalonga,Engineering,Expires 22 Aug 2025,"We are an established company looking fo a suitably experienced and qualified Diesel Mechanic responsible for the repair and maintance of our fleet of heavy and light vehicles. These include Trucks, Tractors, Graders, Front ends loaders and other vehicles. This will be in a well equiped workshop with frequent field",VacancyMail,hr.turnpicktimbers@gmail.com
Graduate Trainees- Stores,Isteel and Pump Solutions,Harare,Other,Expires 22 Aug 2025,We are looking for graduate trainees to work in our stores department,VacancyMail,hrisp914@gmail.com
Business Intelligence Manager,Bakers Inn,Harare,Management,Expires 22 Aug 2025,Superlinx Logistics Pvt Ltd t/a Baker's Inn is seeking a results-driven and visionary BUSINESS INTELLIGENCE MANAGER to lead and centralize data analytics and reporting across its three dynamic business units:,VacancyMail,hr@bakersinnzim.com
Consultancy Opportunity: Development of Terms of Reference for the National Working Group on Child Marriages,N/A,Harare,NGO & Development,Expires 22 Aug 2025,"1. Background Child marriage remains a critical issue in Zimbabwe, with approximately 34% of girls married before the age of 18. Despite recent legislative reforms, including the enactment of the Marriages Act (Chapter 5:17), the practice persists due to a combination of socio-economic pressures, cultural and religious beliefs and gaps",VacancyMail,procurement315@gmail.com
Agronomist,N/A,Harare,Agriculture,Expires 21 Aug 2025,"Agronomist Vacancy Notice: 18/8/2025 We're Hiring! Our client, a leading player in the Tobacco Industry is looking for a suitably qualified individual to fill the following position: Agronomist - responsible for working closely with the company's contracted farmers, ensuring they meet production targets, quality standards, and contractual obligations.",VacancyMail,ksetoboli@gmail.comno
Provincial Agronomist,N/A,Harare,Management,Expires 21 Aug 2025,"We are seeking a dedicated Provincial Agronomist to join our team. Reporting to the Operations Director - Commercial Production, the successful applicant will be responsible for the following key duties:",VacancyMail,recruith.hr2025@gmail.com
Master Kiln Burners X2,Khayah Cement Limited,Harare,Other,Expires 21 Aug 2025,"An Exciting opportunity has arisen at Khayah Cement for suitably qualified and experienced persons for the above post, which has arisen in the Pyro-Processing (Kiln Production) Department.",VacancyMail,hr@khayahcement.com
Accounts Attach,N/A,Harare,Finance & Banking,Expires 21 Aug 2025,"A local manufacturing company seeks to hire an efficient, well-organized, self-motivated, dynamic, and multi-skilled individual to join our organization in the position listed below. The selected incumbent will be based at our Harare Factory Office. Post: Accounts Attach",VacancyMail,avacancies5@gmail.com
Graduate Intern - People & Culture,World Vision,Harare,Administration,Expires 21 Aug 2025,"Location: Suburbs Office, Bulawayo x 1 Purpose of the position World Vision Zimbabwe is seeking a passionate and detail-oriented Graduate Intern - People & Culture to support HR operations across grants and program areas. This internship offers hands-on exposure to key HR functions in a fast-paced, purpose-driven environment.",VacancyMail,zimo_careers@wvi.org
Temporary Business Analyst,Small and Medium Enterprise Development Corporation SMEDCO,Harare,Finance & Banking,Expires 21 Aug 2025,The position exists to handle loan enquiries in the processing of applications and the administration of accounts as representatives of SMEDCO to ensure the implementation of lending facilities to all stakeholders.,VacancyMail,humanresources@smedco.co.zw
Intern,Small and Medium Enterprise Development Corporation SMEDCO,Harare,IT & Technology,Expires 21 Aug 2025,Applications are invited from suitably qualified and experienced candidates to fill the post: Intern 1 (Harare Branch),VacancyMail,humanresources@smedco.co.zw
Finance Intern,The Biotech Institute,Harare,Finance & Banking,Expires 20 Aug 2025,"The Biotech Institute is seeking a Finance Intern to support day-to-day finance and administration across our laboratories and distribution operations. The role includes processing transactions, reconciliations, credit control support, and assisting with audits and inventory accounting. You'll also handle occasional bank runs and document deliveries-so a valid driver's licence is",VacancyMail,applications@biotechinst.com
BLOCK FOREMAN x 3,Green Fuel,Chipinge,IT & Technology,Expires 20 Aug 2025,"Applications are invited from suitably qualified individuals to fill the above vacancy that has arisen in the Fields Department,",VacancyMail,energy.mutakaya@greenfuel.co.zw
Finance Manager - Property Division,N/A,Harare,Management,Expires 20 Aug 2025,FINANCE MANAGER - PROPERTY DEVELOPMENT DIVISION JOB SUMMARY Overall Management of the Finance Function for the Real Estate Division,VacancyMail,realpropertieszim@gmail.com
Accountant,N/A,Harare,Finance & Banking,Expires 20 Aug 2025,VACANCY NOTICE - ACCOUNTANT An organisation is seeking to recruit a highly experienced Accountant to join our team.,VacancyMail,admin@grangecapital.orgCC
General Manager - Auctioneering Division,N/A,Harare,Management,Expires 20 Aug 2025,ANONYMOUS JOB ADVERTISEMENT 1. GENERAL MANAGER - AUCTIONEERING DIVISION JOB SUMMARY Overall Management of Auction Business,VacancyMail,realpropertieszim@gmail.com
Security Guards,N/A,Harare,Security,Expires 20 Aug 2025,"We are conducting an explosive mass recruitment drive for a minimum of 100 experienced, mature, and highly disciplined proffessional Security Guards to be deployed at a strategic mining environment between Chegutu, Kwekwe Mt Darwin and Harare Regions. This is a serious, high-demand opportunity suited for professionals ready to serve with",VacancyMail,vacancies2018@gmail.com
Administrative Assistant,SIS Inspections (Pvt) Ltd,Harare,Administration,Expires 20 Aug 2025,Job Opportunity: Administrative Assistant Company: SIS Inspections (Pvt) Ltd Location: Harare Industry: Inspections Closing Date: 21 August 2025 SIS Inspections (Pvt) Ltd is seeking a proactive and detail-oriented Administrative Assistant to join our growing team. The ideal candidate will provide essential administrative support to ensure the smooth operation of our,VacancyMail,hr@sisinspections.com
Nurse Aid,The Biotech Institute,Harare,Healthcare,Expires 20 Aug 2025,"The Biotech Institute clinic seeks a Nurse Aide with strong front-of-house etiquette to support our Medical Doctor and keep patient flow smooth. The role blends clinical assistance (within nurse-aide scope under supervision) and reception duties (welcome desk, phones, bookings). Significant prior experience in a clinic/GP setting is essential. Duties are",VacancyMail,applications@biotechinst.com
Production attachees,Nash Paints,Harare,Engineering,Expires 20 Aug 2025,Nash Paints is looking for a Chemical Engineering Attachee to join their organisation as a production attachee,VacancyMail,N/A
Legal Secretary / Receptionist,N/A,Harare,Administration,Expires 20 Aug 2025,"Vacancy: Legal Secretary / Receptionist A local Law Firm is looking for a young, dynamic individual with a legal background to join their growing legal team.",VacancyMail,legaldepartmentzim@gmail.com
General Manager - Auctioneering Division,N/A,Harare,Management,Expires 20 Aug 2025,ANONYMOUS JOB ADVERTISEMENT 1. GENERAL MANAGER - AUCTIONEERING DIVISION JOB SUMMARY Overall Management of Auction Business,VacancyMail,realpropertieszim@gmail.com
Nurse Aid,The Biotech Institute,Harare,Healthcare,Expires 20 Aug 2025,"The Biotech Institute clinic seeks a Nurse Aide with strong front-of-house etiquette to support our Medical Doctor and keep patient flow smooth. The role blends clinical assistance (within nurse-aide scope under supervision) and reception duties (welcome desk, phones, bookings). Significant prior experience in a clinic/GP setting is essential. Duties are",VacancyMail,applications@biotechinst.com
CHEF,ROYAL VILLAH LODGE,Zimbabwe,Other,"Expires August 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTING OFFICER,Incaptta,Zimbabwe,Finance & Banking,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
APPRENTICSHIP,Sandvik Zimbabwe,Harare,Other,"Expires September 03, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN RESOURCES COORDINATOR,N/A,Zimbabwe,Human Resources,"Expires September 03, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROFESSOR/LECTURER,MIDLANDS STATE UNIVERSITY,Gweru,Education & Training,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIGITAL INTERN,DIAMOND FM,Zimbabwe,IT & Technology,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
NEWS INTERN,DIAMOND FM,Zimbabwe,Other,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
OVERSEER MINER,Freda Rebecca Gold Mine,Zimbabwe,Other,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE'S,TANO,Zimbabwe,Other,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
AML/CFT COMPLIANCE OFFICER,N/A,Zimbabwe,Legal,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RECORDS MANAGEMENT GRADUATE TRAINEE,ZERA,Harare,Management,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCIAL ACCOUNTANT,AFC,Zimbabwe,Finance & Banking,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIAMOND DRILLER,Freda Rebecca Gold Mine,Zimbabwe,Other,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SHIFT BOSS,Freda Rebecca Gold Mine,Zimbabwe,Other,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
Sales and Marketing Representative,Full-Time (On-site),Harare,Sales & Marketing,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
"Sales Jobs Available in Bulawayo, Harare, Gweru, Mutare, Kwekwe, and Masvingo",N/A,Harare,Sales & Marketing,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHIEF ACCOUNTANT,SACP,Zimbabwe,Finance & Banking,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
STOCKS CLERK,N/A,Zimbabwe,Administration,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TAX COMPLIANCE OFFICER,N/A,Zimbabwe,Legal,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GENERAL HAND,N/A,Zimbabwe,Other,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT GRADUATE TRAINEE,N/A,Zimbabwe,Other,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT MECHANICAL TECHNICIAN,N/A,Zimbabwe,Administration,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROJECTS ENGINEER,N/A,Zimbabwe,Engineering,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
"HEALTH, SAFETY AND ENVIRONMENT OFFICER",N/A,Zimbabwe,Healthcare,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHARGEMAN,N/A,Zimbabwe,Other,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TRAINING OFFICER,N/A,Zimbabwe,Education & Training,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ENGINEERING CONSULTANT,N/A,Zimbabwe,Engineering,"Expires August 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MINE SURVEYOR,ZIMASCO (Pvt) Ltd,Zimbabwe,Other,"Expires August 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUS CONDUCTOR,ZUPCO,Harare,Other,"Expires September 03, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT MANAGER,Forestry Commission,Harare,Management,"Expires September 05, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN CAPITAL DEVELOPMENT & ADMINISTRATION MANAGER,Forestry Commission,Harare,NGO & Development,"Expires September 05, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
"ANALYTICAL, RESEARCH AND DEVELOPMENT CHEMIST",ZIMASCO (Pvt) Ltd,Zimbabwe,NGO & Development,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LEARNER SECURITY GUARDS,NATIONAL RAILWAYS OF ZIMBABWE,Bulawayo,Security,"Expires August 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ICT ASSISTANT,HEAD HUNTERS INTERNATIONAL A MANAGEMENT CONSULTANCY FIRM,Zimbabwe,Administration,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
NARROW REEF MINING ENGINEER,The Gem,Zimbabwe,Engineering,"Expires August 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CLIENT SERVICES CLERK,Doves,Zimbabwe,Administration,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE,Jena Mines,Zimbabwe,Other,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
NURSE/AMBULANCE TECHNICIAN,Jena Mines,Zimbabwe,Healthcare,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SECURITY OFFICER- TREGER PRODUCTS PVT (LTD),N/A,Zimbabwe,Security,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SECURITY MANAGER,TREGER PRODUCTS PVT (LTD),Zimbabwe,Security,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MASTER KILN BURNERS,Khayah,Zimbabwe,Other,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRAPHIC DESIGNER,VGP TECHNOLOGIES,Zimbabwe,IT & Technology,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES/ACCOUNT MANAGER,ProRecruit,Harare,Sales & Marketing,"Expires August 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES OFFICER,Corporate 24 Hospital Group,Harare,Sales & Marketing,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR AIR NAVIGATION AND TECHNICAL SERVICES,N/A,Harare,Management,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CREDIT CONTROLLER,Norton Town Council,Zimbabwe,Finance & Banking,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
AMENITIES SUPERVISOR,Norton Town Council,Zimbabwe,Management,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SENIOR ADMINISTRATION ASSISTANT,Norton Town Council,Zimbabwe,Administration,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUILDING INSPECTOR,MAZOWE DISTRICT COUNCIL,Zimbabwe,Other,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PLANNING TECHNICIAN,MAZOWE DISTRICT COUNCIL,Zimbabwe,Management,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHIEF EXECUTIVE OFFICER,N/A,Zimbabwe,Management,"Expires August 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT,RURAL ELECTRIFICATION FUND,Zimbabwe,Administration,"Expires August 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SHEQ MANAGER,UNIVERSITY OF ZIMBABWE,Harare,Management,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HOTEL MANAGER,ZHONGJIN INTERNATIONAL HOTEL,Zimbabwe,Management,"Expires August 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIGITAL MAKETING INTERN,N/A,Zimbabwe,IT & Technology,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTANT,GICGL,Zimbabwe,Finance & Banking,"Expires August 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SECURITY GUARD,N/A,Zimbabwe,Security,"Expires August 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SITE SUPERVISOR,UltraBank,Zimbabwe,Management,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RECEPTIONIST/PA,UltraBank,Zimbabwe,Administration,"Expires August 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TOWN CLERK,CITY OF GWERU,Gweru,Administration,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
IT/ COMPUTER SCIENCE TEACHER,Watershed College,Zimbabwe,Education & Training,"Expires September 01, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DIRECTOR OF HOUSING AND COMMUNITY SERVICES,ZVISHAVANE TOWN COUNCIL,Zimbabwe,Management,"Expires August 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TOWN CLERK,City of Gweru,Gweru,Administration,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
